measurement,t_seconds,rul_seconds,rpm,torque,temp_front,temp_rear
54,32400.0,21000.0,954.0,-11.374833333333335,121.5795,86.85216666666668
55,33000.0,20400.0,955.6666666666666,-9.683666666666667,135.83333333333334,92.24616666666667
56,33600.0,19800.0,956.5,-10.895428571428571,137.62942857142858,98.64342857142857
57,34200.0,19200.0,951.0,-11.083857142857143,141.74185714285713,104.83671428571428
58,34800.0,18600.0,912.2857142857143,-10.219857142857142,150.13028571428572,111.47057142857143
59,35400.0,18000.0,718.5,-1.8079999999999998,121.18799999999999,96.99357142857143
60,36000.0,17400.0,710.7142857142857,-1.676,100.55871428571427,86.41485714285714
61,36600.0,16800.0,713.3571428571429,-1.9201428571428572,86.99442857142857,78.56728571428572
62,37200.0,16200.0,716.4285714285714,-1.917,77.26942857142856,72.72242857142857
63,37800.0,15600.0,715.8571428571429,-2.348142857142857,70.5882857142857,68.08071428571428
64,38400.0,15000.0,714.5714285714286,-2.462285714285714,66.75728571428571,64.23114285714286
65,39000.0,14400.0,936.5714285714286,-11.585285714285716,97.01485714285715,75.94728571428571
66,39600.0,13800.0,940.7857142857143,-12.673142857142858,130.13457142857143,84.93642857142858
67,40200.0,13200.0,948.9285714285714,-12.585142857142856,144.59799999999998,97.06371428571428
68,40800.0,12600.0,952.1428571428571,-11.522428571428572,150.75214285714284,107.01628571428571
69,41400.0,12000.0,946.5714285714286,-16.248857142857144,156.89228571428572,113.58328571428571
70,42000.0,11400.0,948.1428571428571,-15.806142857142857,179.95299999999997,117.89842857142857
71,42600.0,10800.0,714.4285714285714,-2.1031428571428568,153.50614285714286,105.7297142857143
72,43200.0,10200.0,715.5,-2.236714285714286,123.96357142857141,94.73814285714286
73,43800.0,9600.0,714.3571428571429,-2.286,104.41142857142857,86.99142857142859
74,44400.0,9000.0,714.8571428571429,-1.8471428571428572,90.73842857142859,80.12114285714286
75,45000.0,8400.0,717.2857142857143,-1.7685714285714287,80.68842857142856,73.89857142857143
76,45600.0,7800.0,715.5714285714286,-1.7444285714285712,72.88828571428571,68.74271428571429
77,46200.0,7200.0,950.2857142857143,-11.319285714285714,86.42771428571427,83.45500000000001
78,46800.0,6600.0,950.7142857142857,-14.928714285714284,115.38828571428573,99.88142857142857
79,47400.0,6000.0,953.0,-12.835571428571427,136.263,110.58714285714284
80,48000.0,5400.0,951.7142857142857,-15.088285714285714,150.49471428571428,115.72657142857143
81,48600.0,4800.0,954.1428571428571,-14.879857142857142,172.15157142857143,118.10657142857144
82,49200.0,4200.0,953.1428571428571,-14.867,188.333,121.31442857142858
83,49800.0,3600.0,718.5,-3.7157142857142853,170.74385714285717,113.23514285714286
84,50400.0,3000.0,718.0,-3.237714285714286,142.37471428571428,100.16599999999998
85,51000.0,2400.0,716.9285714285714,-2.4614285714285713,120.70514285714286,90.99728571428571
86,51600.0,1800.0,716.3571428571429,-2.389714285714286,104.44857142857144,83.71342857142858
87,52200.0,1200.0,715.4285714285714,-2.668571428571429,93.03342857142856,77.74428571428572
88,52800.0,600.0,715.9285714285714,-2.250857142857143,84.77928571428572,72.78128571428572
