measurement,t_seconds,rul_seconds,rpm,torque,temp_front,temp_rear
29,17400.0,64800.0,978.5,-10.863714285714286,98.59,102.55128571428573
30,18000.0,64200.0,980.0,-10.208714285714288,108.94842857142858,115.03771428571429
31,18600.0,63600.0,983.6666666666666,-8.625,111.592,124.00533333333333
32,19200.0,63000.0,983.0,-9.381,111.95566666666667,127.33533333333332
33,19800.0,62400.0,987.6666666666666,-9.798833333333334,116.90483333333333,134.24766666666667
34,20400.0,61800.0,745.0,-1.4671666666666667,108.54416666666664,128.32366666666667
35,21000.0,61200.0,741.8333333333334,-1.5498333333333332,91.49483333333335,110.10533333333332
36,21600.0,60600.0,742.5833333333334,-1.4276666666666669,80.2855,97.78516666666667
37,22200.0,60000.0,743.1666666666666,-1.3716666666666668,72.158,88.43900000000001
38,22800.0,59400.0,745.0,-1.3045,66.31566666666667,81.02633333333333
39,23400.0,58800.0,744.0,-1.3006666666666666,61.89116666666666,75.08433333333333
40,24000.0,58200.0,982.0,-6.951333333333334,63.464666666666666,75.63516666666668
41,24600.0,57600.0,984.0,-12.167666666666667,78.71950000000001,99.72566666666667
42,25200.0,57000.0,976.8333333333334,-12.452333333333334,91.77350000000001,117.63616666666667
43,25800.0,56400.0,973.6666666666666,-10.710833333333333,102.00216666666667,132.1506666666667
44,26400.0,55800.0,974.3333333333334,-10.979999999999999,103.82266666666668,143.31983333333332
45,27000.0,55200.0,975.5,-10.443499999999998,103.2475,152.03333333333333
46,27600.0,54600.0,735.0,-1.8170000000000002,102.89299999999999,153.13216666666665
47,28200.0,54000.0,735.1666666666666,-2.2198333333333333,86.67133333333334,127.59483333333333
48,28800.0,53400.0,735.8333333333334,-1.7633333333333334,76.02750000000002,111.101
49,29400.0,52800.0,736.6666666666666,-2.0525,68.38366666666667,99.58133333333335
50,30000.0,52200.0,736.6666666666666,-2.2473333333333336,62.602000000000004,91.89016666666667
51,30600.0,51600.0,736.4166666666666,-1.9363333333333335,58.38316666666666,86.07066666666667
52,31200.0,51000.0,962.8333333333334,-11.966499999999998,56.038666666666664,83.16533333333332
53,31800.0,50400.0,974.3333333333334,-10.755499999999998,72.41433333333335,115.45100000000001
54,32400.0,49800.0,972.8333333333334,-11.635666666666665,82.59766666666667,134.77866666666668
55,33000.0,49200.0,973.5,-11.185833333333333,90.36433333333333,146.37183333333334
56,33600.0,48600.0,973.0,-10.403142857142857,95.76071428571429,153.09414285714288
57,34200.0,48000.0,972.8571428571429,-10.483428571428572,98.49485714285713,156.86642857142857
58,34800.0,47400.0,922.7142857142857,-9.563714285714285,101.44657142857143,160.19699999999997
59,35400.0,46800.0,735.0,-2.420714285714286,86.10885714285715,135.4792857142857
60,36000.0,46200.0,732.4285714285714,-2.419571428571428,75.5037142857143,118.82500000000002
61,36600.0,45600.0,732.8571428571429,-2.329571428571429,68.0552857142857,107.14085714285713
62,37200.0,45000.0,733.1428571428571,-2.686571428571429,62.67757142857143,98.96842857142857
63,37800.0,44400.0,728.6428571428571,-2.63,58.719,92.529
64,38400.0,43800.0,730.5714285714286,-2.608571428571429,55.83728571428571,87.49314285714286
65,39000.0,43200.0,969.0,-11.733714285714285,69.64414285714285,119.60385714285714
66,39600.0,42600.0,970.2857142857143,-10.296142857142858,79.44914285714286,135.19357142857143
67,40200.0,42000.0,969.5,-11.043857142857144,87.04657142857143,142.99285714285716
68,40800.0,41400.0,968.5714285714286,-11.372,92.30142857142856,156.37542857142859
69,41400.0,40800.0,972.5714285714286,-12.146571428571429,96.24042857142858,169.69057142857142
70,42000.0,40200.0,968.7142857142857,-12.98757142857143,97.95028571428573,179.2435714285714
71,42600.0,39600.0,728.5714285714286,-3.8880000000000003,87.505,160.13757142857142
72,43200.0,39000.0,728.7142857142857,-3.536857142857143,77.37028571428571,141.0002857142857
73,43800.0,38400.0,729.5714285714286,-3.1799999999999997,70.3892857142857,127.69128571428571
74,44400.0,37800.0,730.2857142857143,-2.5351428571428576,65.35385714285715,115.93914285714285
75,45000.0,37200.0,732.0,-2.4764285714285714,61.41657142857143,105.22942857142857
76,45600.0,36600.0,731.7142857142857,-2.258857142857143,58.096000000000004,97.13057142857144
77,46200.0,36000.0,968.4285714285714,-10.218142857142857,67.61528571428572,110.89342857142856
78,46800.0,35400.0,970.4285714285714,-10.062714285714287,79.33485714285715,127.66314285714284
79,47400.0,34800.0,968.4285714285714,-9.196,87.52300000000001,134.25814285714287
80,48000.0,34200.0,968.8571428571429,-9.275428571428572,91.73557142857143,137.35442857142857
81,48600.0,33600.0,970.7142857142857,-8.792714285714286,95.08342857142857,140.13257142857142
82,49200.0,33000.0,953.5714285714286,-9.044857142857143,97.18000000000002,142.87442857142855
83,49800.0,32400.0,732.8571428571429,-2.62,90.08628571428571,132.6492857142857
84,50400.0,31800.0,730.8571428571429,-2.768142857142857,78.1107142857143,116.842
85,51000.0,31200.0,730.8571428571429,-2.969142857142857,70.08085714285714,107.3382857142857
86,51600.0,30600.0,731.7142857142857,-2.781,64.58342857142857,100.226
87,52200.0,30000.0,733.8571428571429,-2.984714285714286,60.26414285714286,94.51414285714284
88,52800.0,29400.0,733.1428571428571,-2.9742857142857138,57.05714285714286,90.58685714285716
89,53400.0,28800.0,968.1428571428571,-10.004142857142856,61.35614285714285,99.63571428571429
90,54000.0,28200.0,972.4285714285714,-9.587714285714286,74.92085714285714,117.25042857142857
91,54600.0,27600.0,973.0,-9.152571428571429,80.87985714285715,128.3415714285714
92,55200.0,27000.0,972.3333333333334,-8.827166666666667,85.98933333333333,133.25716666666665
93,55800.0,26400.0,972.8333333333334,-8.453166666666666,89.36866666666667,135.26916666666668
94,56400.0,25800.0,970.3333333333334,-8.4825,90.69849999999998,136.68283333333332
95,57000.0,25200.0,732.3333333333334,-2.9756666666666667,88.22633333333333,132.90533333333335
96,57600.0,24600.0,732.1666666666666,-2.037333333333333,76.45983333333334,115.22866666666665
97,58200.0,24000.0,732.5,-2.0715000000000003,68.71166666666666,102.456
98,58800.0,23400.0,732.3333333333334,-2.0148333333333333,63.11866666666666,93.04733333333333
99,59400.0,22800.0,732.5,-2.1471666666666667,58.939166666666665,88.17533333333334
100,60000.0,22200.0,731.0,-3.169166666666667,55.6875,83.84349999999999
101,60600.0,21600.0,969.9166666666666,-10.225499999999998,55.69633333333334,91.66783333333335
102,61200.0,21000.0,971.4166666666666,-10.83783333333333,70.4155,115.85200000000002
103,61800.0,20400.0,971.3333333333334,-11.330833333333333,78.22866666666667,131.7155
104,62400.0,19800.0,971.5,-8.941833333333333,83.54233333333333,149.6705
105,63000.0,19200.0,965.0833333333334,-9.464833333333333,88.00983333333333,149.09183333333334
106,63600.0,18600.0,964.1666666666666,-9.134833333333333,91.351,151.05366666666666
107,64200.0,18000.0,750.0,-2.0885,93.42616666666667,151.01450000000003
108,64800.0,17400.0,729.8333333333334,-2.2026666666666666,79.74833333333333,126.62049999999999
109,65400.0,16800.0,728.3333333333334,-2.2673333333333336,71.256,111.87183333333333
110,66000.0,16200.0,731.6666666666666,-2.3608333333333333,65.33483333333334,101.44883333333333
111,66600.0,15600.0,731.3333333333334,-2.4180000000000006,60.720333333333336,93.63216666666666
112,67200.0,15000.0,730.6666666666666,-2.1951666666666667,57.22216666666667,87.44383333333333
113,67800.0,14400.0,757.8333333333334,-3.217,54.458999999999996,81.97216666666667
114,68400.0,13800.0,964.6666666666666,-9.8645,67.41533333333334,111.404
115,69000.0,13200.0,966.0,-10.077166666666667,76.01400000000001,128.88533333333334
116,69600.0,12600.0,965.5,-9.236666666666666,81.61866666666667,139.6195
117,70200.0,12000.0,970.8571428571429,-9.200000000000001,84.86757142857142,143.95585714285713
118,70800.0,11400.0,969.1428571428571,-9.047857142857143,88.92885714285714,146.68985714285714
119,71400.0,10800.0,969.1428571428571,-9.55,91.46128571428571,148.642
120,72000.0,10200.0,712.8571428571429,-2.5788571428571427,81.04528571428571,129.89414285714287
121,72600.0,9600.0,720.2857142857143,-2.658428571428572,71.80571428571429,114.98428571428572
122,73200.0,9000.0,723.0,-2.242714285714286,65.54014285714285,103.51400000000001
123,73800.0,8400.0,724.7857142857143,-2.159,60.96028571428572,94.25185714285713
124,74400.0,7800.0,728.2857142857143,-2.4297142857142857,57.51185714285714,87.693
125,75000.0,7200.0,726.4285714285714,-2.601571428571429,54.729,82.8017142857143
126,75600.0,6600.0,964.5714285714286,-10.186857142857141,64.85657142857143,105.44885714285712
127,76200.0,6000.0,958.7142857142857,-10.009,74.51714285714286,123.27942857142857
128,76800.0,5400.0,948.3571428571429,-9.61,80.58557142857144,137.95128571428572
129,77400.0,4800.0,947.4285714285714,-12.319285714285716,85.23728571428572,151.98385714285715
130,78000.0,4200.0,950.7142857142857,-8.769,88.72242857142858,161.01399999999998
131,78600.0,3600.0,962.4285714285714,-9.516,91.70271428571428,159.6094285714286
132,79200.0,3000.0,722.1428571428571,-2.0628571428571427,84.23014285714285,144.61242857142855
133,79800.0,2400.0,726.0,-2.1614285714285715,74.98214285714286,124.16557142857143
134,80400.0,1800.0,706.5,-2.097285714285714,68.88571428571427,110.15099999999998
135,81000.0,1200.0,710.5714285714286,-2.107571428571428,64.37742857142857,100.07257142857144
136,81600.0,600.0,714.0,-1.9884285714285714,60.86885714285713,92.4342857142857
